"centroid_id","five_spp_cpue_2020_std","five_spp_cpue_2020_std_sd","five_spp_cpue_2020_std_label","bathymetry_2020_std","bathymetry_2020_std_sd","bathymetry_2020_std_label","bottom_temperature_2020_std","bottom_temperature_2020_std_sd","bottom_temperature_2020_std_label","surface_net_primary_production_2020_std","surface_net_primary_production_2020_std_sd","surface_net_primary_production_2020_std_label","fishing_activity_hours_2020_std","fishing_activity_hours_2020_std_sd","fishing_activity_hours_2020_std_label","ship_density_route_2020_std","ship_density_route_2020_std_sd","ship_density_route_2020_std_label","bottom_salinity_2020_std","bottom_salinity_2020_std_sd","bottom_salinity_2020_std_label","bottom_dissolved_oxygen_2020_inv_std","bottom_dissolved_oxygen_2020_inv_std_sd","bottom_dissolved_oxygen_2020_inv_std_label","dumping_site_2020","dumping_site_2020_sd","dumping_site_2020_label","military_area_2020","military_area_2020_sd","military_area_2020_label","wind_farm_2020","wind_farm_2020_sd","wind_farm_2020_label","bedrock_seabed_2020","bedrock_seabed_2020_sd","bedrock_seabed_2020_label","hard_bottom_seabed_2020","hard_bottom_seabed_2020_sd","hard_bottom_seabed_2020_label","attention_level"
1,0.289482953284735,0.946635979838908,"H",1.16658109461056,0.480840999542703,"H",-0.983008727572495,0.262442285401857,"L",0.437273624892137,0.608503901425455,"H",3.95236446601596,1.62440224530903,"H",-0.105669319679528,0.308018309702194,"H",-0.462346450694726,0.166492385151641,"L",0.573093367025509,0.637093744667241,"H",0.0476190476190476,0.218217890235992,"H",0.142857142857143,0.358568582800318,"H",0,0,"M",0,0,"M",0,0,"M","high attention"
2,2.64487396659883,0.835286778174422,"H",-1.00054229396338,0.283395598593811,"L",1.02910298654124,0.494564438964056,"H",0.64393519725295,0.785885664711571,"H",-0.212914215976636,0.447046682117487,"M",-0.0919989122792114,0.790191801243292,"H",0.122492186174327,1.02830894539366,"M",-0.577928789421723,0.292331698744177,"L",0,0,"M",0,0,"M",0,0,"M",0.0588235294117647,0.242535625036333,"H",0.0588235294117647,0.242535625036333,"H","high attention"
3,-0.280367792366587,0.253511106010154,"M",0.108350927525891,0.455704953668892,"M",-0.582563238214062,0.634818901376448,"L",-0.0808727469852953,0.2360738987528,"M",1.93034785873879,0.676944291328573,"H",-0.290234706461809,0.116442479044857,"M",-0.616034312386423,0.18211368228178,"L",-0.357167570497787,0.372443811742885,"M",0.0714285714285714,0.260661180215007,"H",0.0238095238095238,0.154303349962092,"H",0.214285714285714,0.415299732236633,"H",0,0,"M",0.0952380952380952,0.297101757186175,"H","medium attention"
4,6.37022798995767,2.03816236313573,"H",0.635799927567397,0.764601326736396,"M",-0.536642278804002,0.866761491040378,"L",-0.120097649809407,0.150792949190619,"M",-0.0502954245186539,0.71638311248986,"M",0.191677991503796,1.35147954083412,"H",-0.0712652391908302,0.689360541808903,"M",0.323014436345619,0.458251116971964,"M",0.0555555555555556,0.235702260395516,"H",0.111111111111111,0.323380833381777,"H",0,0,"M",0,0,"M",0,0,"M","medium attention"
5,-0.529537357539651,0.145376346632824,"L",1.75176583343765,0.355217162610767,"H",-1.05417464174574,0.234606839120904,"L",-0.268768673146707,0.130770813739005,"L",-0.100393698601504,0.515743041598401,"M",-0.258342568634667,0.157814715424606,"M",-0.338836131862268,0.0923607912694204,"M",2.04530195160694,0.385096854497651,"H",0.131147540983607,0.338953656651672,"H",0.0327868852459016,0.178812715612169,"H",0,0,"M",0,0,"M",0,0,"M","medium attention"
6,-0.10002067500644,0.419906737659054,"M",-0.779449988180323,0.228316578494351,"L",0.390378551777434,0.361141803013151,"M",0.0422045278292862,0.276256046600763,"H",-0.42636611939786,0.234197754655356,"L",-0.307208937430326,0.141640054192354,"M",-0.776639078611871,0.0940282985235332,"L",-0.809209923900503,0.090758342330725,"L",0.0178571428571429,0.133630620956212,"H",1,0,"H",0.0178571428571429,0.133630620956212,"H",0,0,"M",0.214285714285714,0.414039335605413,"H","high attention"
7,-0.411052954048279,0.391314222974036,"L",1.1103235498219,0.328279784765755,"H",-1.36826756532366,0.382864077162312,"L",-0.309699952813819,0.0557578026039315,"L",-0.402990163937156,0.154821689806798,"M",-0.246908234898415,0.264413725701549,"M",-0.475334254756442,0.137443030918764,"L",1.08512324605476,0.334639131917137,"H",0.0515463917525773,0.222258015445008,"H",0.0103092783505155,0.101534616513362,"H",0,0,"M",0,0,"M",0,0,"M","medium attention"
8,-0.016848907030274,0.363968930328326,"M",-0.776518422382784,0.145219375171354,"L",1.03039520765035,0.241256574145418,"H",-0.134591343091217,0.147552117115916,"M",0.00826605778297309,0.428501540278874,"H",-0.215413115839774,0.228457224434617,"M",0.771933536435717,0.145994087655681,"H",-0.133920443973656,0.363033396813565,"M",0.0222222222222222,0.149071198499986,"H",0.622222222222222,0.4903101471559,"H",0,0,"M",0,0,"M",0,0,"M","medium attention"
9,-0.329959852217083,0.234047878827758,"L",-1.04532584106608,0.225775869418832,"L",1.36657888799897,0.132619174777758,"H",0.0212927599649652,0.194880118537027,"H",-0.434808360511176,0.149641251108262,"L",-0.191016500168729,0.406694795814716,"M",0.0767617109305361,0.339453644256975,"M",-0.664886738513348,0.124517379694542,"L",0,0,"M",0,0,"M",0,0,"M",0,0,"M",1,0,"H","medium attention"
10,-0.209128863834244,0.294180670477214,"M",-0.65200873279729,0.210007106514328,"L",0.13546852779793,0.302077232481752,"M",-0.00759792800762453,0.22699569050825,"H",-0.337900382319159,0.27079455914046,"M",-0.299127320202577,0.158915325407408,"M",-0.809131955188088,0.0741370873214508,"L",-0.816833831395184,0.101509544685712,"L",0,0,"M",0,0,"M",0.0568181818181818,0.232821501626557,"H",0,0,"M",0,0,"M","medium attention"
11,-0.338261113171,0.0325517730220818,"L",-1.39860475389291,0.0210577983566813,"L",1.14732436700709,0.0745012455949055,"H",9.13455149719487,0.432343382999274,"H",-0.521591502617178,0,"L",-0.392866438435991,0.0129069232284572,"L",-1.75679517533755,0.12810664434629,"L",-1.01894441346941,0.0302437149693325,"L",0,0,"M",0,0,"M",0,0,"M",0,0,"M",0,0,"M","low attention"
12,-0.574355237279628,0.0941511029334862,"L",2.50465845588619,0.403384042755795,"H",-1.14606469490436,0.158566712259823,"L",-0.414962928933581,0.0132177775633219,"L",-0.492180514199573,0.0527048326791427,"L",-0.246121848801043,0.287637684961394,"M",-0.284071648256281,0.0525760327035343,"M",3.27485340638465,0.661933204630706,"H",0.408163265306122,0.496586990824148,"H",0.102040816326531,0.305838870920598,"H",0.0612244897959184,0.242226070825902,"H",0,0,"M",0,0,"M","high attention"
13,-0.371646611364586,0.323083274438204,"L",0.402843443108779,0.285901564017514,"M",-1.55637747823677,0.252317432830167,"L",-0.321100102395514,0.0743737773279167,"L",-0.359092121844964,0.313549966136437,"M",-0.157163915246662,0.469753308575697,"M",-0.692390431978022,0.0862178234961228,"L",0.0118923591760319,0.316642770340195,"M",0.0884955752212389,0.285279378225908,"H",0.0265486725663717,0.161476280387203,"H",0.00884955752212389,0.0940720868383597,"H",0,0,"M",0.0353982300884956,0.185607282214694,"H","medium attention"
14,-0.178027982742784,0.358453110487334,"M",0.887317092303165,0.231246078766509,"H",-0.149107492042929,0.280431274324257,"L",-0.283678593905227,0.018337002874436,"L",-0.18141451632019,0.275103884930907,"M",-0.025381486569074,0.478692746777704,"H",-0.00488300875662723,0.135925216625465,"M",0.729798245841057,0.399847506404831,"H",0.6,0.494413232473044,"H",0.218181818181818,0.416818154279985,"H",0.254545454545455,0.439620283046623,"H",0,0,"M",0.0363636363636364,0.188918595406158,"H","high attention"
15,-0.101545216479273,0.364006597404763,"M",-0.901186442617198,0.184260218278714,"L",1.22585490392214,0.200382426103471,"H",-0.0813334030775625,0.0811174244675691,"M",0.100135246487295,0.505470124539132,"H",-0.307415014355823,0.109211300212138,"M",0.555990663793142,0.181835158136335,"H",-0.420268643218957,0.167707471666308,"L",0,0,"M",0.8,0.421637021355784,"H",0,0,"M",0,0,"M",1,0,"H","medium attention"
16,-0.359430186550419,0.186328551796685,"L",-0.357609529686722,0.299041039332274,"L",-0.546499396715484,0.390587552132862,"L",-0.148698818834834,0.165374119601601,"M",-0.372745549368223,0.202150665754999,"M",-0.239312013556257,0.300765335991619,"M",-0.817849190574821,0.0883300236318831,"L",-0.756894523086265,0.161629856240337,"L",0.0277777777777778,0.166666666666667,"H",0.25,0.43915503282684,"H",0.111111111111111,0.318727629155838,"H",0,0,"M",1,0,"H","low attention"
17,-0.309974440576853,0.173628764309336,"L",-1.10969582293999,0.157187355488301,"L",1.17621390752698,0.140814122958183,"H",-0.20068347635597,0.178306486338283,"M",-0.474751663175676,0.0909023545418078,"L",-0.295472760821949,0.206263489615832,"M",1.43859151174922,0.297230346463469,"H",-0.543810245978891,0.112435378551248,"L",0.00980392156862745,0.0990147542976674,"H",0.0294117647058824,0.16979208910779,"H",0.147058823529412,0.355913517794839,"H",0,0,"M",0,0,"M","high attention"
18,-0.210138461708565,0.319594785233659,"M",-0.688058865409128,0.233464880557624,"L",0.894243449106435,0.212280173000178,"M",-0.306037040213378,0.1078549071435,"L",-0.219550689997976,0.374268671698717,"M",-0.0818439347844209,0.423582574057828,"H",2.04161719230453,0.26593582041267,"H",-0.299834116991632,0.12719135090963,"M",0,0,"M",0.00952380952380952,0.0975900072948533,"H",0.0285714285714286,0.167397664326531,"H",0,0,"M",0,0,"M","medium attention"
19,-0.330855607252269,0.162999025529099,"L",-0.990530929282726,0.190903071146397,"L",1.09464457270421,0.165927219402085,"H",-0.193559761983971,0.251419292621186,"M",-0.380509522756674,0.300706431260935,"M",-0.256628315534708,0.246905096001752,"M",1.57495361210851,0.3498678884841,"H",-0.479558273842261,0.138320054194118,"L",0,0,"M",0,0,"M",0.0384615384615385,0.196116135138184,"H",0,0,"M",1,0,"H","medium attention"
20,0.386858036980873,0.544109870043347,"H",0.5998346338047,0.289908398444187,"M",-0.160079846921033,0.379762395405048,"L",-0.202263922693484,0.257303379713293,"M",1.23815010597643,0.609281026696167,"H",-0.204472617542828,0.334940899177529,"M",-0.232292916057548,0.180628901963718,"M",0.382487190379738,0.421570442787664,"H",0.183673469387755,0.391230398217976,"H",0.183673469387755,0.391230398217976,"H",0.0204081632653061,0.142857142857143,"H",0,0,"M",0,0,"M","medium attention"
21,3.44238168577415,0.725564152121901,"H",0.791888420065131,0.625030433834084,"H",-0.777874684373982,0.350410203972439,"L",-0.123621906535156,0.222691392598126,"M",0.0672623495848036,0.654508132322775,"H",-0.253965167574447,0.156326209106311,"M",-0.383006683983106,0.233302507718247,"L",0.19597026224994,0.554607574489819,"M",0.0666666666666667,0.253708131702462,"H",0.0666666666666667,0.253708131702462,"H",0,0,"M",0,0,"M",0.1,0.305128576629365,"H","high attention"
22,-0.328494359478319,0.197953440033401,"L",0.00627094550553196,0.282992494885016,"M",-0.994123714000259,0.399551695242979,"L",-0.267431286843607,0.0844682666176548,"L",-0.404750693975394,0.180235186018903,"M",-0.284106629466785,0.172872602246184,"M",-0.733533183995876,0.165350031726418,"L",-0.515454297320225,0.331903083470075,"L",0.105263157894737,0.311011747775905,"H",0.131578947368421,0.342569987450104,"H",1,0,"H",0,0,"M",0,0,"M","medium attention"
23,-0.387323895546359,0.226872363471872,"L",-1.25998748108381,0.0854744144749019,"L",1.33843604399165,0.183924391679564,"H",0.919084017543894,0.526395603184601,"H",-0.494753877656309,0.0431408153339261,"L",-0.379661245973263,0.0408224522198684,"L",0.927248415552654,0.471702914420325,"H",-0.65297642570555,0.0692105024015762,"L",0,0,"M",0,0,"M",0,0,"M",0,0,"M",0.0714285714285714,0.267261241912424,"H","low attention"
24,-0.253280507709272,0.303032428636981,"M",-1.01931018992215,0.231484673497994,"L",0.758377477409164,0.356481276868949,"M",0.782525564495617,0.389703491355072,"H",-0.403542795341853,0.182736149355773,"M",-0.320043552965627,0.132904119717086,"M",-0.806600168636024,0.121504199823851,"L",-0.845981598568261,0.0700806185658622,"L",0.0185185185185185,0.136082763487954,"H",0.111111111111111,0.317220634287258,"H",0,0,"M",0,0,"M",0.12962962962963,0.339049520304525,"H","medium attention"
25,-0.278477781422677,0.217384881341282,"M",-0.117140942627467,0.23825814809783,"M",-0.92733152346678,0.284309129589893,"L",-0.2437122550907,0.147090289849428,"M",-0.375312374633836,0.250242602400712,"M",-0.188200426957908,0.383890146688997,"M",-0.779942288165152,0.102033925763998,"L",-0.624400799498737,0.18942282758078,"L",0.101123595505618,0.303200496979711,"H",0,0,"M",0,0,"M",0,0,"M",0,0,"M","medium attention"
26,0.167256698521678,0.289802162211517,"H",-0.050294451527334,0.163793239164045,"M",0.880934810046381,0.13618658300309,"M",-0.12921843895016,0.0772600415279095,"M",-0.27382589475694,0.344808386232371,"M",-0.122469560261387,0.307171017388738,"H",-0.018980265858205,0.237817646974616,"M",-0.258764349932907,0.205853021917114,"M",0.0208333333333333,0.144337567297406,"H",0.479166666666667,0.504852341308647,"H",0.270833333333333,0.449092860289629,"H",0,0,"M",0,0,"M","medium attention"
27,-0.258775449389889,0.301843547652693,"M",-0.993720219099809,0.22632421778469,"L",1.26883820485989,0.196259552078939,"H",0.027880469003642,0.171681593881993,"H",-0.44693762325566,0.184422433655873,"L",-0.249076564952949,0.233222431854688,"M",-0.156860758233704,0.361828193485978,"M",-0.70487110313426,0.0914948734472691,"L",0.0694444444444444,0.255992346325338,"H",0.0138888888888889,0.117851130197758,"H",0.111111111111111,0.316475108851694,"H",0.0416666666666667,0.201228620594782,"H",0,0,"M","high attention"
28,-0.347517426533071,0.361438332931074,"L",-1.04557357123187,0.208716642291392,"L",1.14002047502978,0.363371548228496,"H",1.89357082136465,0.454693169523761,"H",-0.419988987317581,0.141899112524742,"L",-0.0366877804081097,0.557690549233567,"H",-0.787546250806961,0.115955864053631,"L",-0.794390692320016,0.0828371151650764,"L",0,0,"M",0.119047619047619,0.327770067561568,"H",0,0,"M",0,0,"M",0.0476190476190476,0.215540268704521,"H","low attention"
29,0.925716349561157,0.468939206250445,"H",1.3431254283333,0.313833294128959,"H",-0.30036465554236,0.243882777127494,"L",-0.246531834401644,0.0819658500559137,"L",0.368240645386275,0.51438429575257,"H",-0.260321013802914,0.263948002561734,"M",0.13724941958965,0.18612376708407,"M",1.23912821012088,0.392397104246969,"H",0.871428571428571,0.33714180439882,"H",0.7,0.461566331377051,"H",0,0,"M",0,0,"M",0,0,"M","high attention"
30,-0.051154687664808,0.356250908878001,"M",0.00792730472211503,0.384266132960387,"M",-0.588194215119833,0.329374642245135,"L",-0.26017910996723,0.0962157691899837,"L",-0.248662664643013,0.302839195389572,"M",-0.307803832542206,0.141903884654891,"M",-0.650394291739166,0.181419858584665,"L",-0.495155401437041,0.319748351582745,"L",0.0303030303030303,0.172733406835012,"H",1,0,"H",0.0151515151515152,0.123091490979333,"H",0,0,"M",0,0,"M","medium attention"
31,0.53929622427317,1.68205204546119,"H",-0.533649894827482,0.566206099384841,"L",0.93911362448598,0.378340415837007,"M",-0.160349636616132,0.204733153926265,"M",-0.0443122741480456,0.992716666115925,"M",6.25732222355686,1.63286942104478,"H",0.985003184567967,0.873604690970862,"H",-0.328607880493017,0.319052492343966,"M",0.0454545454545455,0.21320071635561,"H",0.181818181818182,0.394771016975861,"H",0,0,"M",0,0,"M",0.227272727272727,0.428932027228889,"H","medium attention"
32,-0.403496869652758,0.0702605661074861,"L",-1.24107021897577,0.0733839816645672,"L",1.41217336340886,0.107824413004797,"H",3.9991448071101,0.539677014729168,"H",-0.49242786154384,0.0405530834666226,"L",-0.346674147683879,0.075190265576712,"L",-0.933439902713201,0.284175204974038,"L",-0.856779318691143,0.0324622935193815,"L",0,0,"M",0,0,"M",0,0,"M",0,0,"M",0.0909090909090909,0.301511344577764,"H","low attention"
33,-0.0491975491432612,0.320074193996466,"M",-0.499415840313265,0.411564626846789,"L",0.862540217933863,0.453872620649766,"M",-0.0530078461968344,0.181489941903597,"M",-0.317637524446171,0.258841869702899,"M",1.24161713426542,0.429224894987128,"H",-0.106771678617254,0.515095050423138,"M",-0.514576267425337,0.300791980184629,"L",0.0217391304347826,0.147441956154897,"H",0.260869565217391,0.443961089821352,"H",0.0869565217391304,0.284884924644768,"H",0,0,"M",0.0652173913043478,0.249637418228338,"H","medium attention"
34,-0.377485241939512,0.180823931725812,"L",-0.35445874940983,0.438630180142965,"L",0.679107449842229,0.281708909017148,"M",-0.384707381379511,0.0663064776047026,"L",1.8836617692405,0.596817772658371,"H",0.0248403579660854,0.650415286842442,"H",2.32283423193372,0.214047010778221,"H",-0.290018024789988,0.12862461555106,"M",0,0,"M",0.0263157894736842,0.162221421130763,"H",0.157894736842105,0.369537021476632,"H",0,0,"M",0.105263157894737,0.311011747775905,"H","high attention"
35,-0.161094720306459,0.32073586671634,"M",-0.688059189301445,0.335097421296561,"L",0.748226981751992,0.343894948184784,"M",-0.0382120450098528,0.225884671265766,"H",-0.358772314150452,0.238739755361288,"M",-0.256900859916606,0.205771780351407,"M",-0.655957098047393,0.263240478169025,"L",-0.776459036007353,0.159992369244212,"L",0,0,"M",0,0,"M",0.125,0.337831962346088,"H",0,0,"M",1,0,"H","medium attention"
36,0.119479224581407,0.681756325245608,"H",-0.131702362182705,0.658386825679657,"M",0.392985798572794,0.840338604446491,"M",-0.178744594257742,0.263542810023047,"M",-0.0186649256758861,0.699340244327047,"H",3.18820369976153,0.704944926464889,"H",0.353586896782565,0.913603916912047,"H",-0.142045530806539,0.403364692376991,"M",0.125,0.334218682391596,"H",0.104166666666667,0.308709278188584,"H",0.104166666666667,0.308709278188584,"H",0,0,"M",0.104166666666667,0.308709278188584,"H","high attention"
37,1.32788681552499,0.554555274727281,"H",-0.039486755799683,0.41640696964693,"M",-0.418827620036038,0.480121882306585,"L",-0.0834853774128612,0.347677679035835,"M",-0.218767769509681,0.302962040397428,"M",-0.247269611617753,0.238785182173506,"M",-0.626945516150574,0.19486244372862,"L",-0.486686158262359,0.347774564458512,"L",0,0,"M",0.0188679245283019,0.137360563948689,"H",0.207547169811321,0.409431621323894,"H",0,0,"M",0.169811320754717,0.379060024504126,"H","medium attention"
38,-0.430033171556221,0.101101221031771,"L",-0.055321782640843,0.434204498637135,"M",0.496417663886902,0.270896765072047,"M",-0.402781577747771,0.0400297102326826,"L",3.8335656191602,0.96555135501022,"H",0.599258380904391,1.36100439194914,"H",2.42348107713962,0.0916502475893534,"H",-0.243912633230463,0.126027178207234,"M",0,0,"M",0.0222222222222222,0.149071198499986,"H",0.244444444444444,0.434613493680177,"H",0,0,"M",0.111111111111111,0.317820863081864,"H","high attention"
